5113971498870901,-546.68,2018-02-08 17:46:12
4041373995909987,-37.06,2018-02-02 21:10:33
3573694401052643,-784.93,2018-02-04 13:01:30
3543961469650122,925.44,2018-02-05 23:41:50
3536921428140325,507.57,2018-02-13 02:09:08
490516718399624409,-575.81,2018-02-15 20:43:12
201904179222112,-964.21,2018-02-08 15:50:21
5602221470889083,23.71,2018-02-14 10:23:41
5038678280559913,979.94,2018-02-05 04:28:31
3585305248188799,983.48,2018-02-10 17:23:30
3528892424292362,-268.94,2018-02-13 22:08:38
5010128456636808,391.21,2018-02-01 11:35:52
4405505980304100,251.60,2018-02-02 15:22:40
374288519963358,-898.34,2018-02-15 19:22:34
4405661666064920,-140.73,2018-02-12 01:27:47
3566974273025698,-118.85,2018-02-09 23:43:52
4917151309922198,-463.79,2018-02-13 17:30:54
5018577410294520,662.31,2018-02-14 07:13:36
5610160304346805,279.60,2018-02-08 16:09:34
201591249195855,-42.22,2018-02-03 09:10:02
201501044332173,-32.50,2018-02-12 22:39:54
3558266539560943,174.04,2018-02-06 13:14:54
3531072170294368,-519.89,2018-02-03 01:22:23
5007661810449059,-880.66,2018-02-10 17:29:46
5364727685838101,-892.13,2018-02-12 18:53:24
5595680306142638,130.51,2018-02-08 21:51:11
3569712543304320,-433.71,2018-02-12 05:53:59
201573750566385,-520.98,2018-02-05 19:25:42
3569162444564376,-179.69,2018-02-15 20:56:38
5543227072814488,574.18,2018-02-01 11:46:31
30087321212111,-68.15,2018-02-06 03:33:28
6331109841480672,245.78,2018-02-09 23:37:07
060458643222606137,916.38,2018-02-02 11:41:42
30446361577579,36.15,2018-02-06 04:37:25
36927431036690,-369.93,2018-02-04 15:01:18
67612826020898802,-515.35,2018-02-07 01:07:29
5602256179974695,73.92,2018-02-08 07:24:15
493663460286123428,341.87,2018-02-12 11:44:02
6761518208653698,-240.82,2018-02-09 05:18:40
3587364574982950,-483.09,2018-02-10 11:24:10
201786888964773,779.85,2018-02-11 10:13:32
201747651176904,-461.63,2018-02-10 04:32:55
3588725513470951,-160.76,2018-02-13 08:19:40
30131945913090,121.77,2018-02-03 17:01:23
3564023498441447,238.41,2018-02-13 06:02:48
5602253280697513,-56.34,2018-02-13 00:24:07
3535437010172403,-172.36,2018-02-09 11:57:35
5417227164571619,814.07,2018-02-03 00:16:02
3571728407492262,39.83,2018-02-01 14:20:50
201737538297973,-472.58,2018-02-03 15:39:07
3537521310368171,696.82,2018-02-04 21:11:35
3544658203520731,272.69,2018-02-09 00:05:42
4903464065213534434,-226.66,2018-02-14 21:24:35
201734369749982,464.27,2018-02-06 10:41:45
3560880165619322,-49.97,2018-02-11 01:27:12
5471491690763669,-852.75,2018-02-06 04:03:45
503855198557850428,249.47,2018-02-11 05:22:29
4913344323226340,979.68,2018-02-11 01:37:30
3559438745203241,-111.29,2018-02-14 21:39:49
3568914629431974,754.34,2018-02-04 15:39:15
5018624769770547985,-923.44,2018-02-01 01:39:49
3585089528260466,-151.34,2018-02-11 19:25:52
6396191083567863,707.49,2018-02-08 09:05:56
30536061835325,969.80,2018-02-15 21:36:23
3542906131700442,-12.28,2018-02-11 06:17:13
3560626636125187,-452.48,2018-02-05 19:26:37
3578085336424160,179.98,2018-02-05 06:59:49
4936205228394775390,-710.90,2018-02-12 01:32:50
374283391245545,-320.08,2018-02-13 04:13:52
5018527043158517947,-74.94,2018-02-01 02:39:31
6761897511310836,-15.83,2018-02-12 04:17:10
5602226573380328,859.40,2018-02-12 17:44:06
337941865367360,363.50,2018-02-10 08:49:11
6762374044640823,864.43,2018-02-06 17:04:05
