6333542161207341,-425.56,2018-02-01 06:19:08
3589836269960514,753.23,2018-02-02 15:14:00
3584669155831332,-68.10,2018-02-03 16:25:00
3571437972030610,83.99,2018-02-04 11:23:46
676125666279671064,9.67,2018-02-11 06:05:49
670996523570354487,205.38,2018-02-01 21:20:30
3539189486582419,-186.23,2018-02-13 20:42:06
3533160162813077,959.71,2018-02-14 21:56:30
3537217969832605,192.37,2018-02-10 20:24:37
3586600836682594,-846.06,2018-02-09 13:26:42
3579272879389419,727.61,2018-02-06 21:18:34
5610889823561359,-200.70,2018-02-03 23:24:05
3587468336656164,-524.94,2018-02-11 10:26:48
5020229588371252,994.07,2018-02-14 21:10:47
201471783437353,353.73,2018-02-14 08:29:02
5200892298652048,-930.33,2018-02-09 08:01:23
3550771749962944,-876.83,2018-02-01 12:33:55
4175009978998815,551.49,2018-02-08 08:56:37
677173087752309628,-287.17,2018-02-02 15:00:26
3541143000705317,-199.07,2018-02-02 00:52:40
3579127750663920,36.82,2018-02-10 10:10:54
6304771910963443111,283.08,2018-02-11 02:03:13
3578461912793221,79.11,2018-02-13 05:00:46
58935831395164763,-997.20,2018-02-06 03:02:24
3578753014661862,74.00,2018-02-15 01:57:38
3559186866103514,-635.03,2018-02-10 06:46:40
3569297813360426,342.17,2018-02-01 12:57:23
3553154792077455,-809.15,2018-02-04 18:45:18
5002350222799682,-717.93,2018-02-08 04:28:39
6331101977516517596,637.71,2018-02-03 05:57:52
3575035607428484,271.59,2018-02-09 16:24:55
6304161840559975,-727.34,2018-02-05 22:53:51
4917926962384301,-592.36,2018-02-11 14:39:10
5602238222727734,-140.93,2018-02-11 17:42:52
67627838574107079,457.91,2018-02-03 02:56:27
3586257908183934,605.61,2018-02-12 19:35:35
5893795252691078264,847.00,2018-02-01 09:32:48
3539128009723498,-814.54,2018-02-06 14:46:53
201587541708791,548.68,2018-02-13 06:49:34
5048374867045629,-776.50,2018-02-14 17:21:44
3543877865566219,-866.39,2018-02-02 09:45:15
201610199995724,-671.95,2018-02-10 22:45:57
3572186229161004,-378.95,2018-02-11 03:10:12
5597771721712747,-518.08,2018-02-08 23:46:54
3548934982411103,-127.71,2018-02-10 22:50:10
4017959873902,-217.68,2018-02-03 07:18:14
3552269078311096,257.77,2018-02-07 10:35:03
3558881426910454,319.60,2018-02-05 01:02:54
3554733223365032,-32.26,2018-02-12 22:17:03
5602240192709678679,-90.18,2018-02-15 18:04:26
3545199780209744,-429.59,2018-02-08 02:35:24
5412380629693570,192.06,2018-02-01 01:48:02
56104507306139206,963.76,2018-02-13 11:39:22
3542745183252237,658.04,2018-02-01 08:58:30
201761499594210,-753.54,2018-02-06 11:50:31
36115568389443,38.36,2018-02-07 01:38:39
060434550104561190,798.93,2018-02-15 22:52:47
5373598024112014,232.63,2018-02-05 23:22:04
3578718650262192,-66.79,2018-02-07 22:37:22
3552815601491357,842.93,2018-02-11 20:07:57
4508496944477131,701.91,2018-02-05 11:23:42
3528105257571053,-859.04,2018-02-01 03:04:46
3528212320881061,922.09,2018-02-13 08:21:52
3578285268266908,-270.38,2018-02-01 19:38:10
3569947050481232,529.92,2018-02-12 14:57:25
337941269076880,733.15,2018-02-05 02:52:09
4041379122956056,-645.68,2018-02-15 18:50:44
30047377623207,-441.85,2018-02-06 17:43:56
3573730917334594,895.13,2018-02-07 14:45:53
3543227063533605,-259.43,2018-02-06 06:41:38
3541773703429094,-690.31,2018-02-07 04:39:22
3532323892970382,581.49,2018-02-02 15:32:09
5641822867893365,918.27,2018-02-02 14:41:16
30319527559601,554.52,2018-02-02 04:33:47
3541041255152419,-45.37,2018-02-04 04:03:47
3572648309717237,-650.16,2018-02-07 07:02:46
3562707432241937,384.84,2018-02-09 07:50:50
371686704328001,-110.30,2018-02-02 00:16:04
4508724643587409,432.58,2018-02-09 07:47:04
372301538869944,-259.58,2018-02-10 15:30:14
3536681020567933,114.03,2018-02-06 00:18:58
5100132794571983,881.64,2018-02-05 22:14:46
5020368251552161067,-868.63,2018-02-07 01:51:51
676350040185187555,151.80,2018-02-11 06:28:29
3565903207588746,-972.87,2018-02-02 04:34:06
4215248791853797,559.21,2018-02-09 19:50:24
3586421691716520,542.55,2018-02-11 21:30:28
4017954893514589,-106.66,2018-02-14 09:47:13
3553373303172635,302.13,2018-02-11 02:28:33
67593970315109021,-505.36,2018-02-02 09:59:14
6377111667825076,509.73,2018-02-11 09:13:21
30529705212845,-291.93,2018-02-01 13:54:20
3581824604867378,-560.55,2018-02-01 05:44:08
3536743614810861,721.63,2018-02-10 01:50:14
3542392261194955,-121.24,2018-02-04 01:38:50
201818934038474,891.75,2018-02-04 02:59:30
3541892049275282,-413.39,2018-02-04 12:07:46
3584816969976205,605.67,2018-02-14 20:54:57
6377007734511667,810.87,2018-02-04 21:27:39
341988309717704,-646.53,2018-02-14 09:11:53
30181622868083,-533.89,2018-02-07 06:26:20
3533080795260621,601.39,2018-02-15 16:42:44
370446249359339,-122.79,2018-02-02 06:29:26
5571813085276784,599.69,2018-02-08 16:17:30
5018639564421273,-106.50,2018-02-11 16:21:38
349796581444661,-842.61,2018-02-08 13:30:50
3567918876940448,541.71,2018-02-03 03:55:34
3574046491024959,259.00,2018-02-14 19:01:00
