3585085723903496,-755.38,2018-02-09 02:47:19
5222622683025334,-83.71,2018-02-05 02:35:48
3561779161008325,-406.14,2018-02-01 01:01:53
6304184281756372912,774.70,2018-02-12 01:25:59
6767421251689810297,651.79,2018-02-08 14:21:26
6771970338519539,-924.64,2018-02-04 02:30:15
4017955812981569,-308.74,2018-02-03 14:49:01
3558513230582035,934.56,2018-02-04 10:39:55
30396396053585,174.37,2018-02-08 23:01:23
3581578616791006,-968.42,2018-02-04 15:09:21
3558719641763037,-688.49,2018-02-05 22:13:50
374288760963727,-727.33,2018-02-04 15:24:58
3573958401423587,-46.43,2018-02-05 18:15:43
201593212456819,975.66,2018-02-15 10:18:22
5314260279031785,7.63,2018-02-14 22:25:29
3552292404947474,604.24,2018-02-10 00:49:24
3580296526848292,486.63,2018-02-07 04:42:07
3554215791644931,-956.42,2018-02-13 06:26:15
30170346219756,-121.69,2018-02-14 13:00:56
30041859678110,-452.51,2018-02-02 08:25:56
3533616534882413,510.67,2018-02-06 18:47:51
5348413026015938,312.79,2018-02-07 01:28:04
3576850066353711,552.16,2018-02-11 08:31:08
6334170455085832,-596.72,2018-02-01 23:04:21
5602237892340430,-302.82,2018-02-10 08:43:57
345835563679672,691.26,2018-02-03 09:56:10
3582813066985207,784.27,2018-02-04 15:19:15
4017954701028715,-334.16,2018-02-07 15:56:10
30090206644598,988.19,2018-02-13 15:50:05
5602257703831948,238.92,2018-02-05 02:38:27
3566694150103653,188.89,2018-02-05 07:12:34
3563280143073683,363.41,2018-02-10 13:21:49
5007661842100167,875.90,2018-02-14 11:07:15
6389056665206538,788.61,2018-02-11 23:58:27
0604879916687362933,48.12,2018-02-15 00:23:49
4405530063131659,-222.61,2018-02-10 11:52:20
6771391992836521521,729.97,2018-02-05 23:01:39
5602246216368688,175.87,2018-02-15 04:29:34
6398223173046801,-886.25,2018-02-14 11:06:52
3542012749115550,177.45,2018-02-08 23:24:05
5018030713141116987,-282.23,2018-02-06 15:01:54
3550684132110635,-249.33,2018-02-14 01:13:50
3564065059298096,157.35,2018-02-02 02:08:10
3583966895012848,831.19,2018-02-08 03:55:25
5108752638630471,-202.28,2018-02-07 08:00:57
3550782241564146,47.93,2018-02-15 11:38:11
564182665761343859,-44.61,2018-02-14 03:19:16
3548815588684054,-289.30,2018-02-05 16:31:53
3571415841127700,-804.24,2018-02-10 16:02:58
5602217940837877244,991.51,2018-02-04 00:46:37
502077641630032203,-730.49,2018-02-05 05:08:58
3569826799173096,-790.38,2018-02-02 03:20:40
3538648423679662,-4.27,2018-02-03 23:51:56
3580535208202462,-740.28,2018-02-10 18:45:36
3582521528527489,-554.51,2018-02-13 18:56:04
201641719815803,90.88,2018-02-03 10:05:03
3554013556715792,309.59,2018-02-12 16:23:13
