5113971498870901,-546.68,2018-02-08 17:46:12
4041373995909987,-37.06,2018-02-02 21:10:33
3573694401052643,-784.93,2018-02-04 13:01:30
3543961469650122,925.44,2018-02-05 23:41:50
3536921428140325,507.57,2018-02-13 02:09:08
490516718399624409,-575.81,2018-02-15 20:43:12
201904179222112,-964.21,2018-02-08 15:50:21
5602221470889083,23.71,2018-02-14 10:23:41
5038678280559913,979.94,2018-02-05 04:28:31
3585305248188799,983.48,2018-02-10 17:23:30
3528892424292362,-268.94,2018-02-13 22:08:38
5010128456636808,391.21,2018-02-01 11:35:52
4405505980304100,251.60,2018-02-02 15:22:40
374288519963358,-898.34,2018-02-15 19:22:34
4405661666064920,-140.73,2018-02-12 01:27:47
3566974273025698,-118.85,2018-02-09 23:43:52
4917151309922198,-463.79,2018-02-13 17:30:54
5018577410294520,662.31,2018-02-14 07:13:36
5610160304346805,279.60,2018-02-08 16:09:34
201591249195855,-42.22,2018-02-03 09:10:02
201501044332173,-32.50,2018-02-12 22:39:54
3558266539560943,174.04,2018-02-06 13:14:54
3531072170294368,-519.89,2018-02-03 01:22:23
5007661810449059,-880.66,2018-02-10 17:29:46
5364727685838101,-892.13,2018-02-12 18:53:24
5595680306142638,130.51,2018-02-08 21:51:11
3569712543304320,-433.71,2018-02-12 05:53:59
201573750566385,-520.98,2018-02-05 19:25:42
3569162444564376,-179.69,2018-02-15 20:56:38
5543227072814488,574.18,2018-02-01 11:46:31
30087321212111,-68.15,2018-02-06 03:33:28
6331109841480672,245.78,2018-02-09 23:37:07
060458643222606137,916.38,2018-02-02 11:41:42
30446361577579,36.15,2018-02-06 04:37:25
36927431036690,-369.93,2018-02-04 15:01:18
67612826020898802,-515.35,2018-02-07 01:07:29
5602256179974695,73.92,2018-02-08 07:24:15
493663460286123428,341.87,2018-02-12 11:44:02
6761518208653698,-240.82,2018-02-09 05:18:40
3587364574982950,-483.09,2018-02-10 11:24:10
201786888964773,779.85,2018-02-11 10:13:32
201747651176904,-461.63,2018-02-10 04:32:55
3588725513470951,-160.76,2018-02-13 08:19:40
30131945913090,121.77,2018-02-03 17:01:23
3564023498441447,238.41,2018-02-13 06:02:48
5602253280697513,-56.34,2018-02-13 00:24:07
